request_type,department,officer_workload,queue_size,priority,medical_urgency,legal_urgency,citizen_category,escalation_count,base_days,sla_limit_days,processing_days,delayed,sla_breached,officer_id,is_anomaly,anomaly_type
Scholarship Request,Social Welfare,20,172,Low,0,0,SC,1,12.0,15.0,78.99,1,1,102,0,None
Caste Certificate,Revenue,35,242,High,0,0,General,0,7.0,10.0,24.07,1,1,111,0,None
Land Approval,Land,15,102,Critical,1,0,General,1,30.0,45.0,53.28,1,1,105,0,None
Complaint Registration,Complaints,16,119,Medium,0,0,General,0,15.0,20.0,45.57,1,1,112,0,None
Land Approval,Land,17,141,Medium,0,0,OBC,0,30.0,45.0,101.19,1,1,110,0,None
Land Approval,Land,22,126,Medium,0,0,Senior Citizen,0,30.0,45.0,104.06,1,1,106,0,None
General Service Request,Revenue,15,120,Medium,0,0,General,0,6.0,10.0,18.51,1,1,109,0,None
Complaint Registration,Complaints,26,178,High,0,0,OBC,0,15.0,20.0,41.13,1,1,106,0,None
Scholarship Request,Social Welfare,19,124,Medium,0,0,OBC,1,12.0,15.0,53.35,1,1,104,0,None
Residence Certificate,Revenue,17,82,Medium,0,0,SC,0,4.0,7.0,12.16,1,1,103,0,None
Pension Request,Social Welfare,13,91,High,0,0,General,0,18.0,21.0,30.85,1,1,102,0,None
Complaint Registration,Complaints,13,101,Low,0,0,General,2,15.0,20.0,93.78,1,1,110,0,None
Complaint Registration,Complaints,29,188,High,0,0,General,0,15.0,20.0,45.89,1,1,102,0,None
Land Approval,Land,19,142,Medium,0,0,SC,0,30.0,45.0,101.59,1,1,111,0,None
Land Approval,Land,23,142,Low,0,0,General,0,30.0,45.0,132.61,1,1,112,0,None
Residence Certificate,Revenue,23,101,Medium,0,0,General,0,4.0,7.0,11.63,1,1,113,0,None
Land Approval,Land,14,126,Low,0,0,General,0,30.0,45.0,111.6,1,1,105,0,None
Residence Certificate,Revenue,10,73,Low,0,0,General,0,4.0,7.0,11.88,1,1,111,0,None
Pension Request,Social Welfare,23,177,Medium,0,0,General,0,18.0,21.0,66.67,1,1,107,0,None
Business License,Commercial,13,98,Medium,0,0,General,0,20.0,25.0,49.97,1,1,101,0,None
Residence Certificate,Revenue,11,70,Low,0,0,General,0,4.0,7.0,0.5,0,0,101,1,fast_approval
Residence Certificate,Revenue,22,138,Critical,0,1,Senior Citizen,1,4.0,7.0,9.02,1,1,109,0,None
Income Certificate,Revenue,19,149,Low,0,0,General,0,5.0,7.0,22.19,1,1,107,0,None
Business License,Commercial,16,94,Critical,0,1,General,0,20.0,25.0,19.36,0,0,103,0,None
Land Approval,Land,21,108,Low,0,0,ST,0,30.0,45.0,123.04,1,1,103,0,None
Pension Request,Social Welfare,25,119,Medium,0,0,General,1,18.0,21.0,85.12,1,1,106,0,None
Pension Request,Social Welfare,19,171,Medium,0,0,General,2,18.0,21.0,124.68,1,1,101,0,None
Complaint Registration,Complaints,17,158,Critical,0,0,General,0,15.0,20.0,20.92,1,1,101,0,None
Income Certificate,Revenue,40,205,Low,0,0,ST,0,5.0,7.0,32.63,1,1,108,0,None
General Service Request,Revenue,25,193,Critical,0,0,Differently Abled,0,6.0,10.0,10.03,1,1,103,0,None
Land Approval,Land,28,194,Medium,0,0,General,0,30.0,45.0,135.58,1,1,101,0,None
General Service Request,Revenue,25,121,Low,0,0,General,0,6.0,10.0,27.72,1,1,112,1,excessive_delay
General Service Request,Revenue,24,116,Medium,0,0,General,0,6.0,10.0,19.08,1,1,108,0,None
Income Certificate,Revenue,46,187,Medium,0,0,General,0,5.0,7.0,26.18,1,1,101,0,None
Income Certificate,Revenue,15,87,Medium,0,0,General,0,5.0,7.0,13.15,1,1,108,0,None
General Service Request,Revenue,23,126,Low,0,0,General,0,6.0,10.0,26.74,1,1,113,0,None
General Service Request,Revenue,43,239,High,1,1,General,0,6.0,10.0,23.6,1,1,104,0,None
Business License,Commercial,38,195,Critical,1,0,Senior Citizen,0,20.0,25.0,38.52,1,1,110,0,None
Caste Certificate,Revenue,9,96,Medium,0,0,OBC,0,7.0,10.0,16.88,1,1,101,0,None
Complaint Registration,Complaints,39,294,High,0,0,General,0,15.0,20.0,57.63,1,1,103,0,None
Scholarship Request,Social Welfare,12,67,Critical,0,1,OBC,0,12.0,15.0,12.18,0,0,112,0,None
Pension Request,Social Welfare,32,169,High,0,1,OBC,0,18.0,21.0,51.02,1,1,114,0,None
Residence Certificate,Revenue,14,84,Low,0,0,Senior Citizen,3,4.0,7.0,28.74,1,1,108,0,None
Pension Request,Social Welfare,7,73,High,0,0,General,1,18.0,21.0,36.34,1,1,101,0,None
Complaint Registration,Complaints,38,169,Medium,0,0,General,0,15.0,20.0,68.0,1,1,102,0,None
Pension Request,Social Welfare,22,125,Medium,0,0,OBC,0,18.0,21.0,58.7,1,1,113,0,None
Income Certificate,Revenue,22,115,High,0,0,General,0,5.0,7.0,11.89,1,1,106,0,None
Caste Certificate,Revenue,15,142,Medium,0,0,General,0,7.0,10.0,22.46,1,1,114,0,None
Scholarship Request,Social Welfare,29,132,Critical,0,0,General,0,12.0,15.0,15.72,1,1,108,0,None
Business License,Commercial,35,295,Low,0,0,OBC,0,20.0,25.0,141.72,1,1,107,0,None
Income Certificate,Revenue,14,86,Low,0,0,ST,0,5.0,7.0,16.73,1,1,109,0,None
Land Approval,Land,15,139,Critical,0,0,SC,1,30.0,45.0,45.93,1,1,103,0,None
Caste Certificate,Revenue,12,103,Medium,0,0,General,0,7.0,10.0,18.04,1,1,101,0,None
General Service Request,Revenue,15,88,Low,0,0,OBC,0,6.0,10.0,20.13,1,1,102,0,None
Land Approval,Land,10,82,Critical,0,0,General,0,30.0,45.0,35.39,0,0,114,0,None
Caste Certificate,Revenue,18,150,Low,0,0,Senior Citizen,0,7.0,10.0,29.62,1,1,104,0,None
Pension Request,Social Welfare,20,132,Low,0,0,OBC,1,18.0,21.0,104.74,1,1,108,0,None
Business License,Commercial,21,168,High,0,0,OBC,0,20.0,25.0,48.19,1,1,114,0,None
Pension Request,Social Welfare,14,113,Medium,0,0,General,0,18.0,21.0,50.47,1,1,102,0,None
Pension Request,Social Welfare,25,164,High,0,0,SC,2,18.0,21.0,85.35,1,1,108,0,None
General Service Request,Revenue,19,120,Low,0,0,ST,0,6.0,10.0,0.57,0,0,105,1,fast_approval
Scholarship Request,Social Welfare,19,139,High,0,0,OBC,0,12.0,15.0,29.85,1,1,109,0,None
Caste Certificate,Revenue,35,151,Low,0,0,General,0,7.0,10.0,41.25,1,1,112,0,None
Income Certificate,Revenue,13,90,Low,0,0,ST,0,5.0,7.0,16.72,1,1,107,0,None
General Service Request,Revenue,17,116,Low,0,0,ST,0,6.0,10.0,22.32,1,1,105,0,None
Income Certificate,Revenue,39,310,Medium,0,0,ST,0,5.0,7.0,31.14,1,1,109,0,None
Land Approval,Land,12,108,Medium,0,0,General,0,30.0,45.0,77.41,1,1,106,0,None
Pension Request,Social Welfare,26,227,Medium,0,0,OBC,0,18.0,21.0,83.31,1,1,101,0,None
Pension Request,Social Welfare,16,136,Medium,0,0,ST,0,18.0,21.0,61.8,1,1,114,0,None
General Service Request,Revenue,13,89,Medium,0,0,General,3,6.0,10.0,33.73,1,1,114,0,None
Residence Certificate,Revenue,27,119,High,0,0,General,0,4.0,7.0,10.54,1,1,102,0,None
Pension Request,Social Welfare,17,99,Critical,0,1,General,0,18.0,21.0,19.54,0,0,107,0,None
General Service Request,Revenue,31,145,Low,0,0,ST,0,6.0,10.0,31.55,1,1,110,0,None
Complaint Registration,Complaints,12,135,Critical,0,1,General,1,15.0,20.0,21.27,1,1,110,0,None
General Service Request,Revenue,27,216,Critical,0,1,General,0,6.0,10.0,9.53,1,0,101,0,None
Land Approval,Land,19,166,Medium,0,0,SC,0,30.0,45.0,114.42,1,1,107,0,None
Pension Request,Social Welfare,19,109,Medium,0,0,General,2,18.0,21.0,98.31,1,1,108,0,None
Caste Certificate,Revenue,28,142,Medium,0,0,Senior Citizen,1,7.0,10.0,35.03,1,1,104,0,None
Residence Certificate,Revenue,17,156,Medium,0,0,OBC,0,4.0,7.0,12.97,1,1,108,0,None
Residence Certificate,Revenue,13,116,High,1,0,General,0,4.0,7.0,8.03,1,1,107,0,None
Pension Request,Social Welfare,17,142,Low,0,0,OBC,0,18.0,21.0,79.46,1,1,110,0,None
Business License,Commercial,17,121,Medium,0,0,OBC,0,20.0,25.0,59.61,1,1,110,0,None
Income Certificate,Revenue,41,235,High,0,0,General,0,5.0,7.0,27.07,1,1,111,1,excessive_delay
Caste Certificate,Revenue,17,131,Low,0,0,Differently Abled,0,7.0,10.0,29.65,1,1,110,0,None
Caste Certificate,Revenue,25,130,Critical,1,0,General,0,7.0,10.0,9.65,1,0,114,0,None
Caste Certificate,Revenue,12,106,Medium,0,0,SC,0,7.0,10.0,19.39,1,1,104,1,high_rejections
General Service Request,Revenue,16,137,Low,0,0,ST,0,6.0,10.0,24.72,1,1,105,0,None
Business License,Commercial,19,133,Medium,0,0,General,0,20.0,25.0,66.85,1,1,105,0,None
Income Certificate,Revenue,23,142,Low,0,0,General,0,5.0,7.0,22.5,1,1,102,0,None
Caste Certificate,Revenue,13,111,Critical,0,0,SC,0,7.0,10.0,7.91,0,0,107,0,None
Income Certificate,Revenue,28,237,Low,0,0,General,0,5.0,7.0,30.41,1,1,101,0,None
Scholarship Request,Social Welfare,33,264,Low,0,0,General,0,12.0,15.0,82.64,1,1,106,0,None
General Service Request,Revenue,10,61,Medium,0,0,ST,0,6.0,10.0,12.95,1,1,104,0,None
Residence Certificate,Revenue,17,110,Low,0,0,OBC,0,4.0,7.0,17.01,1,1,101,0,None
Scholarship Request,Social Welfare,15,109,Medium,0,0,ST,0,12.0,15.0,35.51,1,1,103,0,None
General Service Request,Revenue,16,89,Medium,0,0,General,0,6.0,10.0,15.19,1,1,107,0,None
Pension Request,Social Welfare,17,125,Medium,0,0,ST,0,18.0,21.0,52.84,1,1,101,0,None
Pension Request,Social Welfare,24,167,Medium,0,0,General,0,18.0,21.0,72.61,1,1,111,0,None
General Service Request,Revenue,27,188,High,0,0,OBC,1,6.0,10.0,25.55,1,1,108,0,None
Residence Certificate,Revenue,37,189,High,0,0,General,0,4.0,7.0,13.65,1,1,106,0,None
Caste Certificate,Revenue,17,106,Medium,0,0,General,1,7.0,10.0,29.36,1,1,106,0,None
General Service Request,Revenue,21,168,Low,0,0,Senior Citizen,0,6.0,10.0,30.23,1,1,108,1,high_rejections
Caste Certificate,Revenue,40,312,Critical,0,1,General,0,7.0,10.0,17.97,1,1,110,0,None
Pension Request,Social Welfare,27,106,Medium,0,0,OBC,0,18.0,21.0,64.67,1,1,103,0,None
Land Approval,Land,21,106,Medium,0,0,OBC,0,30.0,45.0,89.66,1,1,108,0,None
Income Certificate,Revenue,14,100,Low,0,0,OBC,0,5.0,7.0,17.92,1,1,103,0,None
Caste Certificate,Revenue,30,188,Critical,0,0,Senior Citizen,0,7.0,10.0,11.99,1,1,109,0,None
General Service Request,Revenue,41,256,Medium,0,0,General,0,6.0,10.0,34.84,1,1,112,1,high_rejections
Income Certificate,Revenue,15,69,Medium,0,0,OBC,0,5.0,7.0,11.25,1,1,113,0,None
General Service Request,Revenue,14,135,Low,0,0,General,0,6.0,10.0,25.66,1,1,107,0,None
Land Approval,Land,29,150,Low,0,0,OBC,0,30.0,45.0,151.98,1,1,105,0,None
Pension Request,Social Welfare,15,82,Medium,0,0,General,2,18.0,21.0,80.79,1,1,113,0,None
Complaint Registration,Complaints,9,89,Critical,0,1,SC,0,15.0,20.0,15.94,0,0,101,0,None
General Service Request,Revenue,18,139,Medium,0,0,General,0,6.0,10.0,17.33,1,1,106,0,None
Income Certificate,Revenue,8,69,Medium,0,0,OBC,0,5.0,7.0,10.09,1,1,101,0,None
Business License,Commercial,20,114,Medium,0,0,General,0,20.0,25.0,64.77,1,1,102,0,None
Land Approval,Land,20,151,Critical,0,1,Senior Citizen,0,30.0,45.0,50.25,1,1,110,0,None
General Service Request,Revenue,33,279,Low,0,0,General,0,6.0,10.0,42.43,1,1,111,0,None
General Service Request,Revenue,20,182,Critical,0,0,General,0,6.0,10.0,8.47,1,0,105,0,None
Pension Request,Social Welfare,18,158,Critical,1,0,General,0,18.0,21.0,28.74,1,1,103,0,None
Income Certificate,Revenue,21,126,High,0,0,ST,0,5.0,7.0,11.55,1,1,114,0,None
Residence Certificate,Revenue,22,218,Medium,0,0,General,0,4.0,7.0,17.71,1,1,113,0,None
Income Certificate,Revenue,25,192,Medium,0,0,General,1,5.0,7.0,29.46,1,1,103,0,None
Complaint Registration,Complaints,12,108,Low,0,0,General,0,15.0,20.0,50.08,1,1,112,0,None
Residence Certificate,Revenue,35,296,Low,0,0,ST,0,4.0,7.0,30.01,1,1,111,0,None
Complaint Registration,Complaints,18,151,Medium,0,0,General,0,15.0,20.0,48.6,1,1,111,0,None
Pension Request,Social Welfare,27,117,Low,0,0,ST,0,18.0,21.0,80.95,1,1,103,0,None
Scholarship Request,Social Welfare,22,100,High,0,0,ST,0,12.0,15.0,26.65,1,1,109,0,None
Caste Certificate,Revenue,19,114,Medium,0,0,ST,2,7.0,10.0,39.7,1,1,107,0,None
Residence Certificate,Revenue,35,201,Medium,0,0,General,1,4.0,7.0,26.99,1,1,104,0,None
Land Approval,Land,15,146,Medium,0,0,SC,0,30.0,45.0,99.04,1,1,102,0,None
Scholarship Request,Social Welfare,19,177,Critical,1,0,ST,2,12.0,15.0,33.25,1,1,106,0,None
General Service Request,Revenue,17,126,Medium,0,0,OBC,2,6.0,10.0,34.6,1,1,102,0,None
Residence Certificate,Revenue,17,179,High,0,0,ST,1,4.0,7.0,13.48,1,1,103,0,None
Complaint Registration,Complaints,24,176,Critical,0,0,General,0,15.0,20.0,26.95,1,1,114,0,None
Income Certificate,Revenue,16,131,Medium,0,0,OBC,0,5.0,7.0,14.54,1,1,103,0,None
General Service Request,Revenue,16,105,Medium,0,0,General,0,6.0,10.0,17.58,1,1,102,0,None
Land Approval,Land,19,89,Medium,0,0,General,0,30.0,45.0,86.27,1,1,105,0,None
Residence Certificate,Revenue,26,243,Low,0,0,ST,0,4.0,7.0,24.44,1,1,105,0,None
General Service Request,Revenue,42,220,Critical,0,0,General,0,6.0,10.0,12.88,1,1,109,0,None
Residence Certificate,Revenue,25,213,High,0,0,OBC,0,4.0,7.0,12.77,1,1,107,0,None
Residence Certificate,Revenue,18,117,Medium,0,0,General,0,4.0,7.0,11.08,1,1,107,0,None
Caste Certificate,Revenue,26,99,High,0,1,Differently Abled,0,7.0,10.0,15.38,1,1,106,0,None
General Service Request,Revenue,22,110,Critical,0,1,SC,2,6.0,10.0,13.58,1,1,106,0,None
Complaint Registration,Complaints,29,182,Critical,1,0,SC,0,15.0,20.0,26.4,1,1,113,0,None
Business License,Commercial,18,94,Medium,0,0,SC,0,20.0,25.0,59.32,1,1,109,0,None
Caste Certificate,Revenue,14,103,Medium,0,0,ST,0,7.0,10.0,19.25,1,1,112,0,None
Residence Certificate,Revenue,29,211,Low,0,0,General,0,4.0,7.0,23.59,1,1,114,0,None
Scholarship Request,Social Welfare,14,148,Medium,0,0,Senior Citizen,1,12.0,15.0,53.02,1,1,108,0,None
Complaint Registration,Complaints,10,83,Medium,0,0,OBC,0,15.0,20.0,37.42,1,1,112,0,None
Complaint Registration,Complaints,38,151,Medium,0,0,General,1,15.0,20.0,91.82,1,1,101,0,None
Pension Request,Social Welfare,18,105,Medium,0,0,General,0,18.0,21.0,54.63,1,1,112,0,None
Income Certificate,Revenue,20,140,Critical,1,0,OBC,0,5.0,7.0,6.5,1,0,109,0,None
Land Approval,Land,18,85,Medium,0,0,General,3,30.0,45.0,181.15,1,1,111,0,None
Income Certificate,Revenue,16,124,Low,0,0,ST,0,5.0,7.0,18.43,1,1,104,0,None
Complaint Registration,Complaints,9,77,Low,0,0,General,0,15.0,20.0,43.0,1,1,103,0,None
Scholarship Request,Social Welfare,16,98,Medium,0,0,General,0,12.0,15.0,34.19,1,1,109,0,None
Complaint Registration,Complaints,15,95,Critical,0,0,General,0,15.0,20.0,16.72,0,0,102,0,None
General Service Request,Revenue,26,188,Low,0,0,Senior Citizen,0,6.0,10.0,32.56,1,1,107,0,None
Business License,Commercial,35,238,High,0,0,Senior Citizen,1,20.0,25.0,95.71,1,1,108,0,None
Complaint Registration,Complaints,23,184,Low,0,0,OBC,0,15.0,20.0,81.57,1,1,103,0,None
Caste Certificate,Revenue,23,139,Critical,0,1,OBC,0,7.0,10.0,10.01,1,1,108,0,None
Residence Certificate,Revenue,29,176,Medium,0,0,General,0,4.0,7.0,17.04,1,1,105,0,None
General Service Request,Revenue,16,140,Medium,0,0,General,0,6.0,10.0,18.33,1,1,108,0,None
Complaint Registration,Complaints,9,93,Medium,0,0,General,0,15.0,20.0,36.39,1,1,112,0,None
Business License,Commercial,12,101,High,0,0,General,0,20.0,25.0,34.72,1,1,114,0,None
Residence Certificate,Revenue,11,68,Medium,0,0,General,3,4.0,7.0,18.69,1,1,111,0,None
General Service Request,Revenue,18,110,Medium,0,0,ST,0,6.0,10.0,17.09,1,1,102,0,None
Residence Certificate,Revenue,14,85,High,0,0,General,1,4.0,7.0,10.12,1,1,110,0,None
Pension Request,Social Welfare,16,77,Medium,0,0,General,2,18.0,21.0,83.9,1,1,112,0,None
Income Certificate,Revenue,21,126,Low,0,0,General,0,5.0,7.0,21.92,1,1,108,0,None
Caste Certificate,Revenue,12,98,High,0,0,General,0,7.0,10.0,13.46,1,1,109,0,None
Pension Request,Social Welfare,16,80,Critical,0,1,General,0,18.0,21.0,15.57,0,0,109,0,None
Caste Certificate,Revenue,37,293,Low,0,0,Senior Citizen,2,7.0,10.0,95.3,1,1,105,0,None
Business License,Commercial,19,103,High,0,0,General,0,20.0,25.0,42.76,1,1,112,0,None
Caste Certificate,Revenue,30,119,Medium,0,0,General,0,7.0,10.0,25.83,1,1,114,0,None
Caste Certificate,Revenue,13,107,Medium,0,0,SC,0,7.0,10.0,19.08,1,1,101,0,None
General Service Request,Revenue,23,161,High,1,0,SC,0,6.0,10.0,17.25,1,1,111,0,None
Residence Certificate,Revenue,43,210,Medium,0,0,SC,0,4.0,7.0,20.77,1,1,108,0,None
Income Certificate,Revenue,27,162,High,0,0,General,0,5.0,7.0,14.58,1,1,106,0,None
Pension Request,Social Welfare,23,200,Low,0,0,OBC,0,18.0,21.0,100.2,1,1,107,0,None
Complaint Registration,Complaints,23,175,Low,0,0,OBC,0,15.0,20.0,75.33,1,1,108,0,None
Business License,Commercial,17,72,Medium,0,0,OBC,0,20.0,25.0,51.28,1,1,114,0,None
Scholarship Request,Social Welfare,11,128,High,0,0,General,2,12.0,15.0,43.28,1,1,103,0,None
Caste Certificate,Revenue,16,89,Medium,0,0,General,0,7.0,10.0,17.32,1,1,106,0,None
Scholarship Request,Social Welfare,29,157,Medium,0,0,General,0,12.0,15.0,81.18,1,1,106,1,excessive_delay
Business License,Commercial,26,198,Medium,0,0,General,0,20.0,25.0,86.35,1,1,107,0,None
Scholarship Request,Social Welfare,40,208,Low,0,0,General,1,12.0,15.0,109.79,1,1,108,0,None
Income Certificate,Revenue,32,129,Medium,0,0,SC,0,5.0,7.0,20.69,1,1,101,0,None
Income Certificate,Revenue,22,129,Medium,0,0,ST,0,5.0,7.0,18.0,1,1,110,0,None
Scholarship Request,Social Welfare,13,116,Medium,0,0,OBC,0,12.0,15.0,33.58,1,1,107,0,None
Caste Certificate,Revenue,36,160,Medium,0,0,ST,0,7.0,10.0,32.03,1,1,106,0,None
Complaint Registration,Complaints,17,147,High,0,0,General,1,15.0,20.0,45.13,1,1,114,0,None
Pension Request,Social Welfare,12,104,High,1,1,General,0,18.0,21.0,36.04,1,1,103,0,None
Scholarship Request,Social Welfare,22,138,Low,0,0,Differently Abled,0,12.0,15.0,53.44,1,1,114,0,None
Scholarship Request,Social Welfare,11,101,Medium,0,0,OBC,2,12.0,15.0,53.25,1,1,110,0,None
Residence Certificate,Revenue,15,132,Low,0,0,OBC,0,4.0,7.0,16.81,1,1,110,0,None
Complaint Registration,Complaints,21,117,Medium,0,0,General,0,15.0,20.0,44.87,1,1,101,0,None
Income Certificate,Revenue,39,214,Medium,0,0,General,0,5.0,7.0,26.51,1,1,114,0,None
Business License,Commercial,41,255,High,1,0,OBC,0,20.0,25.0,72.73,1,1,101,0,None
Residence Certificate,Revenue,10,105,Medium,0,0,SC,0,4.0,7.0,9.75,1,1,103,0,None
Caste Certificate,Revenue,36,212,High,0,0,General,0,7.0,10.0,22.08,1,1,110,0,None
Land Approval,Land,19,103,Medium,0,0,Senior Citizen,0,30.0,45.0,85.31,1,1,112,0,None
Scholarship Request,Social Welfare,6,66,Low,0,0,SC,0,12.0,15.0,33.21,1,1,105,0,None
General Service Request,Revenue,29,138,Low,0,0,ST,2,6.0,10.0,53.65,1,1,111,0,None
Land Approval,Land,15,155,Medium,0,0,General,1,30.0,45.0,147.42,1,1,101,0,None
Caste Certificate,Revenue,35,164,Medium,0,0,General,0,7.0,10.0,31.06,1,1,114,0,None
Pension Request,Social Welfare,9,72,Medium,0,0,General,0,18.0,21.0,40.8,1,1,101,0,None
Residence Certificate,Revenue,35,198,Medium,0,0,General,1,4.0,7.0,26.64,1,1,112,0,None
Land Approval,Land,16,123,Low,0,0,Differently Abled,0,30.0,45.0,112.74,1,1,102,0,None
General Service Request,Revenue,26,218,Low,0,0,ST,0,6.0,10.0,35.18,1,1,102,0,None
Income Certificate,Revenue,21,86,High,0,1,OBC,0,5.0,7.0,11.3,1,1,110,0,None
General Service Request,Revenue,28,181,Medium,0,0,General,1,6.0,10.0,36.05,1,1,113,0,None
Business License,Commercial,14,59,High,0,0,SC,0,20.0,25.0,27.99,1,1,109,0,None
Scholarship Request,Social Welfare,15,118,Critical,0,1,SC,0,12.0,15.0,13.9,0,0,101,0,None
Complaint Registration,Complaints,12,110,High,0,0,General,0,15.0,20.0,27.71,1,1,106,0,None
Pension Request,Social Welfare,16,88,High,0,0,SC,0,18.0,21.0,35.2,1,1,110,0,None
Land Approval,Land,29,169,Medium,0,0,SC,0,30.0,45.0,123.97,1,1,109,0,None
Land Approval,Land,16,147,Medium,0,0,ST,0,30.0,45.0,89.37,1,1,101,0,None
Pension Request,Social Welfare,15,78,High,0,0,Differently Abled,0,18.0,21.0,29.74,1,1,102,1,high_rejections
Residence Certificate,Revenue,19,131,Low,0,0,General,2,4.0,7.0,30.46,1,1,113,0,None
Caste Certificate,Revenue,16,150,Critical,1,0,OBC,3,7.0,10.0,20.36,1,1,107,0,None
Residence Certificate,Revenue,30,207,Medium,0,0,ST,1,4.0,7.0,25.82,1,1,112,0,None
Complaint Registration,Complaints,17,146,High,0,0,General,0,15.0,20.0,33.89,1,1,103,0,None
Scholarship Request,Social Welfare,16,90,Low,0,0,SC,0,12.0,15.0,39.7,1,1,104,0,None
Income Certificate,Revenue,13,97,Medium,0,0,General,0,5.0,7.0,13.65,1,1,109,0,None
Land Approval,Land,17,152,Medium,0,0,ST,0,30.0,45.0,208.72,1,1,107,1,excessive_delay
Residence Certificate,Revenue,24,105,Low,0,0,OBC,0,4.0,7.0,0.5,0,0,102,1,fast_approval
Pension Request,Social Welfare,14,82,Medium,0,0,Senior Citizen,0,18.0,21.0,42.57,1,1,112,0,None
Complaint Registration,Complaints,13,77,High,0,0,General,0,15.0,20.0,24.09,1,1,110,0,None
Caste Certificate,Revenue,13,124,Medium,0,0,General,0,7.0,10.0,20.33,1,1,104,0,None
Pension Request,Social Welfare,17,166,Medium,0,0,ST,0,18.0,21.0,65.27,1,1,109,0,None
Complaint Registration,Complaints,19,123,High,0,0,General,0,15.0,20.0,32.9,1,1,104,0,None
Land Approval,Land,13,130,Low,0,0,OBC,2,30.0,45.0,202.55,1,1,107,0,None
General Service Request,Revenue,14,122,Critical,0,1,General,0,6.0,10.0,7.04,0,0,113,0,None
Residence Certificate,Revenue,21,117,Medium,0,0,General,0,4.0,7.0,12.63,1,1,104,0,None
Income Certificate,Revenue,18,164,Medium,0,0,ST,0,5.0,7.0,17.48,1,1,104,0,None
Land Approval,Land,16,74,Low,0,0,ST,0,30.0,45.0,99.01,1,1,111,0,None
Residence Certificate,Revenue,13,96,Medium,0,0,General,0,4.0,7.0,11.0,1,1,104,0,None
Caste Certificate,Revenue,12,65,Medium,0,0,SC,0,7.0,10.0,15.11,1,1,111,0,None
Land Approval,Land,30,150,High,0,0,SC,0,30.0,45.0,84.04,1,1,104,0,None
Income Certificate,Revenue,15,103,High,0,0,OBC,0,5.0,7.0,10.95,1,1,108,0,None
General Service Request,Revenue,13,86,Low,0,0,General,2,6.0,10.0,34.41,1,1,104,0,None
Complaint Registration,Complaints,19,145,Low,0,0,General,0,15.0,20.0,63.94,1,1,103,0,None
Scholarship Request,Social Welfare,12,82,Low,0,0,General,1,12.0,15.0,51.04,1,1,105,0,None
Residence Certificate,Revenue,15,109,Low,0,0,General,0,4.0,7.0,14.23,1,1,110,0,None
Land Approval,Land,36,284,Medium,0,0,General,0,30.0,45.0,166.24,1,1,111,0,None
Land Approval,Land,35,226,Medium,0,0,General,0,30.0,45.0,148.46,1,1,113,0,None
Income Certificate,Revenue,18,103,Medium,0,0,General,2,5.0,7.0,27.1,1,1,110,0,None
Scholarship Request,Social Welfare,21,170,Low,0,0,Differently Abled,0,12.0,15.0,57.21,1,1,104,0,None
Income Certificate,Revenue,16,94,Critical,0,1,Differently Abled,2,5.0,7.0,9.83,1,1,110,0,None
Pension Request,Social Welfare,19,170,Low,0,0,Senior Citizen,0,18.0,21.0,88.21,1,1,102,0,None
Complaint Registration,Complaints,19,105,Medium,0,0,OBC,2,15.0,20.0,80.55,1,1,104,0,None
Scholarship Request,Social Welfare,23,150,Low,0,0,General,3,12.0,15.0,127.25,1,1,108,0,None
Caste Certificate,Revenue,8,63,Medium,0,0,ST,0,7.0,10.0,13.71,1,1,108,0,None
Land Approval,Land,14,64,Critical,1,0,OBC,1,30.0,45.0,41.47,1,0,114,0,None
